objectid,title,creator,date,description,collection,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript,extra
em_377,DC Ammeter,Western Electric Co.,,,Electricity_and_Magnetism,Analog_Meters,,,,,em_377,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/ab6ede6b8ad21896b85e40ee7d7ab682b1338b21.jpg,,,,,
em_378,DC MilliAmmeter,Triplett Electrical Instrument Co.,,,Electricity_and_Magnetism,Analog_Meters,,,,,em_378,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/77c41763c8839335fc3545b49cdc9d026c86afd4.jpg,,,,,
em_379,DC Ammeter,General Electric Co.,,,Electricity_and_Magnetism,Analog_Meters,,,,,em_379,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/2b6f2eba6692c72351efe64ab976282853afcd22.jpg,,,,,
em_380,DC Ammeter,,,,Electricity_and_Magnetism,Analog_Meters,Storage Location B2b,,,,em_380,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/3c068cddb23dc47d7f2581b50dbc38e05b776659.jpg,,,,,
em_381,Ohmmeter,Weston Electrical Instrument Co.,,,Electricity_and_Magnetism,,Storage Location B2b,,,,em_381,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/8eaf818ccebab661686d79ebde29d8d7ed9035b6.jpg,,,,,
em_382,DC Voltmeter,Hoyt Electrical Instrument Works,,,Electricity_and_Magnetism,Analog_Meters,Storage Location B2b,,,,em_382,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/91ecbe5d74555427bc54f99c057bec60b5d3fea9.jpg,,,,,
em_383,AC MilliAmmeter,Weston Electrical Instrument Co.,,,Electricity_and_Magnetism,Analog_Meters,,,,,em_383,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/1dae4200a4a601c7db47ceefd88da8523a49a2e7.jpg,,,,,
em_384,DC Ammeter,General Electric Co.,,,Electricity_and_Magnetism,Analog_Meters,,,,,em_384,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/92d661146fd21e7f16dd4031845eab10512b8570.jpg,,,,,
em_385,DC VoltAmmeter,Westinghouse Electric Corp.,,,Electricity_and_Magnetism,Analog_Meters,Storage Location B2b,,,,em_385,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/45fef8d5fca477523e9f165c9f234641b25c1fa9.jpg,,,,,
em_386,Galvanometer,Milvay Scientific Instruments,,,Electricity_and_Magnetism,Galvanometers,Storage Location B2b,,,,em_386,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/efa29ba9c4efa846fbd564b1b0c341b33310ecb1.jpg,,,,,
me_008,Iron Rotator,,,,Mechanics,,Display Case B3,,,,me_008,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/b785d6b4a22fca476cd98b3e883d58751243323e.jpg,,,,,
me_012,Specific Gravity Float,,,,Mechanics,,Display Case B2,,,,me_012,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/9e994a20c6a22ed6849fa3e703f07135b38f4661.jpg,,,,,
me_019,Rotator Brass Circles to Show Shape of Rotating Earth,,,,Mechanics,,Display Case V1,,,,me_019,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/06cdf72c00008025a2b07888dbfb73c46dfeca98.jpg,,,,,
me_021,Doppler Whistle for Rotator,,,,Mechanics,,Display Case V1,,,,me_021,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/e62787255c8e6030d275707b025f5b99719295c6.jpg,,,,,
me_022,Manometer 5 cm Scale,,,,Mechanics,,Display Case B2,,,,me_022,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/a4fee8a0055e8ee85b76e4525e74513f0cfccaaa.jpg,,,,,
me_024,Siren Disk,,,,Mechanics,,,,,,me_024,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/02b1b579adddb87d47c0726d789557fe4b36d4c9.jpg,,,,,
me_025,Foucault Pendulum Ring Support,,,,Mechanics,,,,,,me_025,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/92b9982b7a8e2038381fd49ea41590e331751804.jpg,,,,,
me_026,Balls Sliding on Rotating Base,,,,Mechanics,,Display Case V1,,,,me_026,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/90b0b3476bc6deb4f7838039cf6969a5ac699753.jpg,,,,,
me_027,Heat by Friction Using Rotator,,,,Mechanics,,,,,,me_027,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/bfafc5b1f21fb469c6ae193382781cafa1949ba1.jpg,,,,,
me_029,Rotating Globe of Water,,,,Mechanics,,,,,,me_029,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/f252f4c24551e3c930dc8b2840faf834c896ec44.jpg,,,,,
me_053,Manometer Connelly Model 3806BB,,,,Mechanics,,Storage Location H1a,,,,me_053,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/8d25831f290659f534ae476c02ad1ae163af6d01.jpg,,,,,
me_054,Weights with Tweezers,,,,Mechanics,,,,,,me_054,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/e91ae1a402beeb3b91ffb942f4059e9fb7ca1bde.jpg,,,,,
nu_002,Homemade Geiger Counter Power Unit,,,,Modern_Physics,,,,,,nu_002,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/f286c9253471f5381fbbb62ee8501a44b0dc95fe.jpg,,,,,
nu_003,Nuclear Survey Meter,Nuclear-Chicago Corp.,,,Modern_Physics,,Display Case V2,,,,nu_003,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/3ef1a75fd4551e8f34b6065d63676b2bf28ef938.jpg,,,,,
nu_004,Five Geiger Tubes,,,,Modern_Physics,,Display Case V2,,,,nu_004,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/dcf7256ec9518eaf82b3b2ba19b66426aa0b2bfa.jpg,,,,,
op_014,Spherometer,,,,Optics,,Storage Location H1a,,,,op_014,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/761c8971cfe5552452987a4c4536bca5b9e78b6e.jpg,,,,,
op_015,Lightmeter,Westinghouse Electric Corp.,,,Optics,,,,,,op_015,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/37be1ed520389b4e41f32843758bd0eebb4647af.jpg,,,,,
op_016,Sight-Light Meter,Weston Electrical Instrument Co.,,,Optics,,,,,,op_016,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/aafaca30cb11f108f33ce3d0977051fddf45bf5f.jpg,,,,,
op_018,Two Mirrors,,,,Optics,,Storage Location F4a,,,,op_018,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/d07a9c795c98007b1b3ead30e79077b3d1cc52c0.jpg,,,,,
op_023,Small Mahogany Telescope with Mounting Post,,,,Optics,,Storage Location Prep Room,,,,op_023,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/53cab45d1f2c743c1e66af01f4896e5144b17138.jpg,,,,,
op_024,Small Brass Telescope,,,,Optics,,Storage Location Prep Room,,,,op_024,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/5bd0866dad1280f9b3fdd2cb2f36f0b4b0f4732c.jpg,,,,,
op_025,Brass Telescope,,,,Optics,,Storage Location Prep Room,,,,op_025,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/5a005f0470cdcf5e0dfed04b5e17bd821160546a.jpg,,,,,
op_026,Telescope,,,,Optics,,Storage Location Prep Room,,,,op_026,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/68d9a029eea2c745d28b56c32f80e11ed1fd66d2.jpg,,,,,
op_038,Optical Bench Light Source,,,,Optics,,Storage Location H2a,,,,op_038,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/e544f6bac06f6d4f20443d686fc69de9e314e392.jpg,,,,,
op_039,Photonic Cell and Meter,Weston Electrical Instrument Co.,,,Optics,,Storage Location Prep Room,,,,op_039,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/7fbd091ed6e0401b1bc97d5949e3248883f00612.jpg,,,,,
op_040,Photonic Cell,Weston Electrical Instrument Co.,,,Optics,,,,,,op_040,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/21ea44f5d817c24d41a9947f38ef2316535f7e19.jpg,,,,,
op_041,Photonic Cell,Weston Electrical Instrument Co.,,,Optics,,,,,,op_041,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/7fcf0eb7aa8e5cc682360bdd416bc5231f8be7e6.jpg,,,,,
te_004,Mounted Transcontinental Cable Section,,,,Technology,,Display Case H2,,,,te_004,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/0964e232dbe85279f104592dd0ff04b8b5394a33.jpg,,,,,
te_006,Telegraph Key CJB26003A,,,,Technology,,Display Case H2,,,,te_006,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/88cf2b983eb945b925a178112e7736395af3b433.jpg,,,,,
te_007,Telegraph Key Bakelite Base,,,,Technology,,Display Case H2,,,,te_007,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/328eea7b87ce36bb7fa69bdc89d64a3b28ae4260.jpg,,,,,
te_009,Telegraph Key on Metal Box,,,,Technology,,Display Case H2,,,,te_009,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/1a290b43979a2f87e70cb7cb6cfbd8571af2d3b4.jpg,,,,,
te_010,Telegraph Sounder,,,,Technology,,Storage Location H2a,,,,te_010,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/57da9f21b2db1fd0196d292cefd1a67cf2e7a061.jpg,,,,,
te_011,Cable with Many Wire Pairs,,,,Technology,,Display Case H2,,,,te_011,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/47845f2f46d34e45562164998f8bb60295c8afcb.jpg,,,,,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/8868c37633607509b1a9c70b4c854b2e625284b7.jpg
te_012,Black Rotary Dial,,,,Technology,,Display Case H2,,,,te_012,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/82cb0f56f26e9efff2c8c03936b50119343876c9.jpg,,,,,
te_013,Large White Rotary Dial,,,,Technology,,Storage Location H4a,,,,te_013,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/3458294c95eb974c44d48d735f7d4b7ee6cc1abf.jpg,,,,,
te_014,Gray Keypad,,,,Technology,,Display Case H2,,,,te_014,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/82ebd2680d9f8bfccefa1b3f83a011bfa8a3fdd3.jpg,,,,,
te_015,Pair of Switches,,,,Technology,,Display Case H2,,,,te_015,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/9c646da6360da542f9eed556b6ef2438d4099a02.jpg,,,,,
te_016,Black Rotary Dial Desk Phone,,,,Technology,,Display Case H2,,,,te_016,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/36453a27e92ba4cdf6b501f36e8f610cf9e87e55.jpg,,,,,
te_018,Rotary Dial Wall Phone,,,,Technology,,Display Case H2,,,,te_018,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/4ae03453e0f7cd61cb822eb9d7a0314ddfc2c63b.jpg,,,,,
te_019,Phone Receiver,,,,Technology,,Display Case H2,,,,te_019,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/c6c87a629808df35472b9cc4c0c6b7f04f34302a.jpg,,,,,
te_020,Candlestick Phone ca 1900,,,,Technology,,Display Case H2,,,,te_020,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/1851ecd2b66715b3c2dfebc78e647276a5045935.jpg,,,,,
te_021,Candlestick Phone Modified for Dial ca 1900,,,,Technology,,Display Case H2,,,,te_021,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/dc2b4d1abc69ab7324535a75de50e0f98ddb708a.jpg,,,,,
te_030,Microscope,,,,Technology,,Display Case H5,,,,te_030,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/3b2d66efbfee5cca842ee87afbf2715d8864c5e4.jpg,,,,,
te_031,Spencer Microscope 115833,,,,Technology,,Display Case H5,,,,te_031,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/91eb3efe821fca047ec1d5abd014868490f2e739.jpg,,,,,
te_032,Solar Microscope,,,,Technology,,,,,,te_032,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/61a5058de1598ae5a7d15ff897fd99871d601acf.jpg,,,,,
te_034,Microscope Polarizers,,,,Technology,,Display Case H5,,,,te_034,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/c5d46e75522422469818ddce4fbf2b3ad7bd44ab.jpg,,,,,
te_047,Drawing Instruments in Leather Case,,,,Technology,,,,,,te_047,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/20ab62d10982019206232f0fc05a94a075cdfc7f.jpg,,,,,
te_060,6 inch Silicon Wafer with 386 Chips,Intel Corp.,,,Technology,,,,,,te_060,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/f6180707068a671d3095a389808a0f7dddc2f736.jpg,,,,,
te_089,Grinnell College's First Adding Machine,,,,Technology,,,,,,te_089,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/d3ddab88f95997ba797e800228871a2d25d8e3d5.jpg,,,,,
te_090,Early 1900s Monroe Adding Machine,Monroe Calculating Machine Company,1910,,Technology,,Display Case B6,,,,te_090,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/da05e03d02fb3e8ce0b59cd3a91277d2395b5a3f.jpg,,,,,
te_092,Sharp Calculator,Sharp Corp.,1980,,Technology,,Display Case B6,,,,te_092,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/6387c8150d85586b359161fb84ffdbaeac327ed2.jpg,,,,,
te_096,Marchant Calculator,Marchant Calculating Machine Co.,,,Technology,,Display Case B6,,,,te_096,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/d80b5a685ceb18e86f343a61f00cf3bc71e8387b.jpg,,,,,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/1ef9fa64a8e0d27ed5f5ed537f35c26c30284757.jpg
te_097,Clary Calculator,Clary Corp.,,,Technology,,,,,,te_097,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/a3a3cca3bfc4286e5eede4b3dd5b481dd90c200b.jpg,,,,,
te_098,Electric Calculator,Citizen Systems,,,Technology,,Display Case B6,,,,te_098,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/c697f18edf42ffef8c6b3d463a71ba0f78ac1bfa.jpg,,,,,
te_107,Foot X-ray Machine,,,,Technology,,Storage Location F1a,,,,te_107,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/134435cc0ea7db35e4b2a481c02db11c83846ef0.jpg,,,,,
te_112,Telegraph Key,,,,Technology,,Display Case H2,,,,te_112,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/518a0f5b46c18ccc1e7f388f800746522a333938.jpg,,,,,
te_113,Lantern Glass,CRX and P,,,Technology,,,,,,te_113,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/18388e3aa256d1e6a8bee30bc24668e4439bbcc9.jpg,,,,,
te_115,Radio Transmitter,The Hallicrafters Co.,,,Technology,,Storage Location H1b,,,,te_115,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/468c8398a8454618a104eab2f7244c333c22b5a8.jpg,,,,,
te_116,Anoxia Photometer,"Coleman Instruments, Inc,
 
 Rubicon Co.",,,Technology,,Storage Location H2a,,,,te_116,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/b0bb9996a78f80fdc18408aa63b49c1227dc26a9.jpg,,,,,
te_117,Lightning Rod,,,,Technology,,,,,,te_117,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/1d41ef26bf4b595857a517e6196c2095bbbb3e09.jpg,,,,,
te_142,Micrometer Head for Telescope or Microscope,,,,Technology,,Storage Location Prep Room,,,,te_142,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/9360b211d34026436122493509f7842f6b2258c1.jpg,,,,,
te_145,Four Coil Aerocoil for Tuning Radios,Aero Products Inc.,,,Technology,,Storage Location B3a,,,,te_145,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/630e7aca03d3804e7070bd868774c592558fb3d0.jpg,,,,,
te_161,Wang Electronics Package,"Wang Laboratories, Inc.",,,Technology,,Display Case B6,,,,te_161,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/f7b08f7fabe0e5ee85b9ad9f796221c06786b56f.jpg,,,,,
te_164,Craig Calculator,Craig Corp.,,,Technology,,Display Case B6,,,,te_164,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/aeff80d70adfab54843cf722ed0f8bff95c5a56b.jpg,,,,,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/ee0705a8c572919b85fea40262f802936d747cdf.jpg
te_166,TI Calculator,Texas Instruments Inc.,,,Technology,,Display Case B6,,,,te_166,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/0681e49b0cda97a88cb8ea20ab582834f11f39c0.jpg,,,,,
te_167,TI Calculator,Texas Instruments Inc.,,,Technology,,Display Case B6,,,,te_167,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/7bd90e948707e1e9bbad96265c19fb4adfd899e2.jpg,,,,,
te_168,Canon Calculator,Canon Inc.,,,Technology,,Display Case B6,,,,te_168,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/9b93618123dd8adb7b0dc5763e6903e2700af3ed.jpg,,,,,
te_194,Parish Microscope,,,,Technology,,,,,,te_194,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/b95acd0390b548e5e73943ecb8ed6b28e06da97c.jpg,,,,,
te_215,Grinnell College Telephone,,,,Technology,,Display Case H2,,,,te_215,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/0e3b78f080867f740379589aa8932c29c15892f5.jpg,,,,,
te_216,Nokia Tracfone,Nokia Corp.,,,Technology,,Display Case H2,,,,te_216,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/0aadc5555ef549fe10d18271b347a09094aed86e.jpg,,,,,
te_217,LG Tracfone,LG Electronics Inc.,,,Technology,,,,,,te_217,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/b789544b7b1a7021ddfd8aa9a2169733a898d32a.jpg,,,,,
te_218,LG Tracfone,LG Electronics Inc.,,,Technology,,Display Case H2,,,,te_218,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/959c5d172e7bad2fe2c941640068826d21152256.jpg,,,,,
th_006,Radiometers,,,,Thermodynamics,,,,,,th_006,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/30364d968dfb581bf3d3929c558103fa1a91eaae.jpg,,,,,
th_008,Thermostat,,,,Thermodynamics,,Display Case V2,,,,th_008,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/f01855cfc1e3611d4fdbf20aa81c3061db3d70c0.jpg,,,,,
th_014,Cooling by Radiation Demonstration,,,,Thermodynamics,,Storage Location H1b,,,,th_014,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/04ba18feb8b7985050065543835ae5967abf7bcf.jpg,,,,,
xr_003,Fluoroscope Viewing Shield,,,,Modern_Physics,,Display Case H4,,,,xr_003,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/df00b347239618670df76cfac6a029ecf76eae2f.jpg,,,,,
xr_006,Cathode Tube,,,,Modern_Physics,,Display Case H4,,,,xr_006,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/ab82807edc82badad115f86b34a9e1b77bcdbdde.jpg,,,,,
xr_007,Cold Cathode X-ray Tube,,,,Modern_Physics,,Display Case H4,,,,xr_007,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/44aad459591d4e7fd0d5b551a6580b52ae1b905d.jpg,,,,,
xr_009,Cold Cathode X-ray Tube,,,,Modern_Physics,,Display Case H4,,,,xr_009,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/3189b55efde3f01c19763ca324ab01baff6711c4.jpg,,,,,
xr_010,X-ray Tube in Wooden Frame,,,,Modern_Physics,,,,,,xr_010,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/3b6160966ca3c96d4393debab7a285bdcf0f78bc.jpg,,,,,
xr_016,X-ray Tube,,,,Modern_Physics,,Display Case H4,,,,xr_016,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/9f57a8de9df8a0423ffae05e64274cc2a5b1de3f.jpg,,,,,
xr_020,X-ray Tube,,,,Modern_Physics,,Display Case H4,,,,xr_020,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/e3bb1614e1810ca91cc301432a489934e9de77ac.jpg,,,,,
ac_007,Metal Whistle,,,,Acoustics,,Display Case H3,,,,ac_007,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/34088c629d0eea963b208d6f5f690d315df68ead.jpg,,,,,
ac_033,Xylophone Sounding Hammers,,,,Acoustics,,Storage Location H2b,,,,ac_033,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/31e8a3dee56d9c91816b2acacf58f48aba2c460e.jpg,,,,,
em_151,Earth Inductor,,,,Electricity_and_Magnetism,,Storage Location H2b,,,,em_151,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/f2d639e577799c660e88ecbb9530174d33248a16.jpg,,,,,
em_153,Crystal Radio,,,,Electricity_and_Magnetism,,Storage Location H2a,,,,em_153,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/3500a9f643dbd7c632d98014e1ade0ade065492a.jpg,,,,,
em_154,LRC Circuit,,,,Electricity_and_Magnetism,,Storage Location H3b,,,,em_154,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/6e628adeff2966be501812aafab77d6c04959183.jpg,,,,,
em_216,Potentiometer,Leeds and Northrup Co.,,,Electricity_and_Magnetism,Potentiometers,Storage Location H2b,,,,em_216,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/6c1a2a14019085dbeb7f07c093df646a855ff42c.jpg,,,,,
em_387,Resistance Box,Leeds and Northrup Co.,,,Electricity_and_Magnetism,,,,,,em_387,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/8793cb01c1f88ce9b65e17644111cd5c010e863c.jpg,,,,,
em_390,12-step Inductor,General Radio Co.,,,Electricity_and_Magnetism,,Storage Location H3b,,,,em_390,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/568533f925f8636f5a4e52dc43f85665ac534840.jpg,,,,,
em_392,Resistance Box,Leeds and Northrup Co.,,,Electricity_and_Magnetism,,,,,,em_392,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/782a2e76f17c8505cdf6495ab100f976c4d53c53.jpg,,,,,
