objectid,title,creator,date,description,collection,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript,extra
em_234,AC Voltmeter,W.M. Welch Scientific Co.,,,Electricity_and_Magnetism,Analog_Meters,Storage Location B3b,,,,em_234,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/6686727fcc266ca3ea14039949fe26dd9f3b7454.jpg,,,,,
em_236,DC Voltmeter,W.M. Welch Scientific Co.,,,Electricity_and_Magnetism,Analog_Meters,Storage Location B3b,,,,em_236,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/e0b72631befb7c485ec62ab99f6338d46a6548f3.jpg,,,,,
em_237,DC Ammeter,W.M. Welch Scientific Co.,,,Electricity_and_Magnetism,Analog_Meters,Storage Location B3b,,,,em_237,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/f5ba78d4318269f1d732d2494279a9bc6914a56e.jpg,,,,,
em_238,DC Voltmeter,W.M. Welch Scientific Co.,,,Electricity_and_Magnetism,Analog_Meters,Storage Location B3b,,,,em_238,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/9745a4ddb3b1c41b219988b5fe784d1ec7ce2b99.jpg,,,,,
em_239,DC Voltmeter,W.M. Welch Scientific Co.,,,Electricity_and_Magnetism,Analog_Meters,Storage Location B3b,,,,em_239,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/a32d4eef1ddefa4a481d22f06ad731b44eaa67ae.jpg,,,,,
em_240,DC Ammeter,Weston Electrical Instrument Co.,,,Electricity_and_Magnetism,Analog_Meters,Storage Location B3b,,,,em_240,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/cb7d8f2292b9f139d51fc9fc4bbb143685818364.jpg,,,,,
em_241,DC Ammeter,Weston Electrical Instrument Co.,,,Electricity_and_Magnetism,Analog_Meters,Storage Location B3b,,,,em_241,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/2c357ddf043a1a3ba6903b2b5aa986f0929c0f00.jpg,,,,,
em_242,DC Voltmeter,Weston Electric Instrument Co.,,,Electricity_and_Magnetism,Analog_Meters,Storage Location B3b,,,,em_242,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/bc34cd24d4d0cc72f793dd1c209e196a4e52d287.jpg,,,,,
em_243,DC Voltmeter,Weston Electric Instrument Co.,,,Electricity_and_Magnetism,Analog_Meters,Storage Location B3b,,,,em_243,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/6d81c952701da524769c148d774cd8b28f6997d4.jpg,,,,,
em_245,DC Voltmeter,Weston Electric Instrument Co.,,,Electricity_and_Magnetism,Analog_Meters,Storage Location B3b,,,,em_245,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/89d6289ce2d0e168867bfab64c32cc221c08b537.jpg,,,,,
em_246,DC Ammeter,Weston Electric Instrument Co.,,,Electricity_and_Magnetism,Analog_Meters,Storage Location B3b,,,,em_246,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/6da2dfe80447b039519fd0cd2e66751cf9d9fe1c.jpg,,,,,
em_248,Watt Hour / Ammeter,Keystone Laboratories,,,Electricity_and_Magnetism,Analog_Meters,Storage Location B3b,,,,em_248,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/07eb2d52576db76877b375f7177963f60bb6ffed.jpg,,,,,
em_249,AC Ammeter,Triplett Electrical Instrument Co.,,,Electricity_and_Magnetism,Analog_Meters,Storage Location B3a,,,,em_249,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/85271d0b67a9b0aa795e89ea62e5bcf366edfedc.jpg,,,,,
em_250,DC MilliVoltmeter with Case,Weston Electrical Instrument Co.,1960,,Electricity_and_Magnetism,Analog_Meters,Storage Location B3b,,,,em_250,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/8ed6e80a7af46b0af1d00081a84c5d02c98e27c5.jpg,,,,,
em_251,DC Voltmeter with Case,Weston Electrical Instrument Co.,,,Electricity_and_Magnetism,Analog_Meters,,,,,em_251,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/661df3758f10d11de9aaf0e2b19172785b3f1bed.jpg,,,,,
em_252,AC Ammeter,Jewell Electrical Instrument Co.,1927,,Electricity_and_Magnetism,Analog_Meters,Storage Location B3b,,,,em_252,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/b0f6d4c454a8b46e49b0241f2d79e720fa9250b8.jpg,,,,,
em_253,Galvanometer with Case,Weston Electrical Instrument Co.,,,Electricity_and_Magnetism,Galvanometers,Storage Location H2b,,,,em_253,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/82524b54237f2710cf30d0cdb99a975096301871.jpg,,,,,
em_254,AC Voltmeter with Case,Jewell Electrical Instrument Co.,1932,,Electricity_and_Magnetism,Analog_Meters,Storage Location B3b,,,,em_254,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/86f7ef76a426c6f2db6ea71f5b476a70b1bce8c6.jpg,,,,,
em_255,AC Voltmeter,Weston Electrical Instrument Co.,,,Electricity_and_Magnetism,Analog_Meters,Storage Location B3b,,,,em_255,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/ef8b56c73aa7a8764138e2a5ddc1d7e42057b731.jpg,,,,,
em_256,AC Ammeter,Weston Electrical Instrument Co.,,,Electricity_and_Magnetism,Analog_Meters,Storage Location B3b,,,,em_256,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/88f817076087b287ad1a480c5fec7af56ddd8e5c.jpg,,,,,
em_176,Galvanometer,,,,Electricity_and_Magnetism,Galvanometers,In Storage Location H06b,,,,em_176,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/f5b4a9e9eb8d9cc261e493f2c40116150e1d2225.jpg,,,,,
em_178,Electroscope,,,,Electricity_and_Magnetism,Electroscopes,,,,,em_178,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/cab9f1f49dbb4987e625039f36b1699c444009ae.jpg,,,,,
em_257,Phasemeter,Deltron Inc.,,,Electricity_and_Magnetism,,Storage Location B3a,,,,em_257,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/ba50d9ff11f96ff03e60f7f1314e843edd7a9e4c.jpg,,,,,
em_258,Multimeter with DB Scale,"McMurdo Silver Co., Inc",,,Electricity_and_Magnetism,,Storage Location B3a,,,,em_258,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/8b9385f55224ae4844fa32b4ef3228b182623d11.jpg,,,,,
em_080,"Wheatstone Bridge
 
 Leeds and Northrup Cat. No. 4760",Leeds and Northrup Co.,,,Electricity_and_Magnetism,Bridges,Storage Location B3a,,,,em_080,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/0e7df15fa4941a457997b5faaf3682144dcf4e5c.jpg,,,,,
em_171,Wheatstone Bridge,Leeds and Northrup Co.,,,Electricity_and_Magnetism,Bridges,Storage Location B3a,,,,em_171,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/f51d97f3c641ea4669da73acb036ddef7ef86c6e.jpg,,,,,
em_290,Ammeter,Westinghouse Electric Corp.,,,Electricity_and_Magnetism,Analog_Meters,Storage Location B2b,,,,em_290,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/e3d5911ebaa08eccaf91c0c201b8f203cb369930.jpg,,,,,
em_291,Ammeter,Weston Electrical Instrument Co.,,,Electricity_and_Magnetism,Analog_Meters,Storage Location B2b,,,,em_291,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/981150ab3e8591c84493a608217497dd5ee681f3.jpg,,,,,
em_297,AC Ammeter with Case,Triplett Electrical Instrument Co.,,,Electricity_and_Magnetism,Analog_Meters,Storage Location B3a,,,,em_297,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/f5c45f6304d7ab818f1da871a682eb9523eeef80.jpg,,,,,
em_299,AC or DC VoltAmmeter,Sensitive Research Instrument Corp.,,,Electricity_and_Magnetism,Analog_Meters,Storage Location B3a,,,,em_299,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/a91b36b59f4e6e9d72acec51184cb95457acecfd.jpg,,,,,
em_300,DC High Impedance Voltmeter-Null Detector,Fluke Corp.,,,Electricity_and_Magnetism,Analog_Meters,Storage Location B3a,,,,em_300,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/349ecb909aa757f1a15ee3181ce8d19dfc6e154c.jpg,,,,,
ac_004,Turkish Tubaphone,,,,Acoustics,,,,,,ac_004,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/e971a6d8c2bc891fdf7762e6f2fab511aef5ff33.jpg,,,,,
ac_005,Xylophone,,,,Acoustics,,,,,,ac_005,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/ec053f7dc52a21cb4ed0db390e00b709c7b50fe3.jpg,,,,,
ac_011,Siren,,,,Acoustics,,Display Case H3,,,,ac_011,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/c3c39bad57ea33015843f0e1580177e3c48c7f88.jpg,,,,,
ac_013,Chime 440,,,,Acoustics,,Display Case H3,,,,ac_013,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/979f96531c8f54df327bd0debd7efa0b0e2d77d5.jpg,,,,,
ac_039,Metal Organ Pipe,,,,Acoustics,,,,,,ac_039,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/20e0f972654bf9e0bec1c7cb52fbccb8e9e56094.jpg,,,,,
ac_042,Wood Organ Pipes,,,,Acoustics,,Display Case H3,,,,ac_042,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/2e29ec485f39ac78c5ebcdf8c64d58f1aedf2c0a.jpg,,,,,
ac_047,Zither,,,,Acoustics,,Display Case H3,,,,ac_047,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/7eefc2a5155c3f5ef6812276b0701cfeac51ca8a.jpg,,,,,
ac_051,Manometric Flame,,,,Acoustics,,Storage Location H1b,,,,ac_051,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/229195b5bad29f4161743e9434c5a16395ef780f.jpg,,,,,
ac_056,Clamped Square and Round Brass Vibrating Plates,,1895,,Acoustics,,Display Case H3,,,,ac_056,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/d26386cc5ac1f93e164fe19f053e50291c111527.jpg,,,,,
at_003,Anode Ray Tube,,,,Modern_Physics,,Display Case B1,,,,at_003,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/311ad95abec5f62302e37d0151501b273b7413b7.jpg,,,,,
at_009,Rotator For Discharge Tube AT001,,,,Modern_Physics,,Display Case B1,,,,at_009,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/3870392e686054945a8075c1c24733af137d7dcd.jpg,,,,,
at_010,Rotator for Discharge Tube AT001,,,,Modern_Physics,,Display Case B3,,,,at_010,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/d4df354cf489fddcbaecd97c5a224a6b2a7edfbf.jpg,,,,,
at_019,Electrolysis Apparatus,,,,Modern_Physics,,,,,,at_019,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/bba4f7a1d504b70cd8aa6eddd45cafa65bac29b1.jpg,,,,,
em_001,Potentiometer,Leeds and Northrup Co.,,,Electricity_and_Magnetism,Potentiometers,,,,,em_001,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/d786f3f24a5a6b423228ee6c324e229560ec3640.jpg,,,,,
em_003,Line Test Set,Leeds and Northrup Co.,,,Electricity_and_Magnetism,,Display Case H1,,,,em_003,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/206a401d10b46fb984e7f7b326666dd6aefbac26.jpg,,,,,
em_004,Capacity Bridge,Western Electric Co.,,,Electricity_and_Magnetism,Bridges,Display Case H1,,,,em_004,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/e37274a65cdc1a949f1e0a5e2608ef195575e185.jpg,,,,,
em_005,Double Bridge,Leeds and Northrup Co.,,,Electricity_and_Magnetism,Bridges,Display Case H1,,,,em_005,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/b82558e46fdfbf7c7af87a2b61f628f9ad2f35ce.jpg,,,,,
em_010,Slide Wire Bridge,Wilkens Anderson Co.,,,Electricity_and_Magnetism,Bridges,Display Case H1,,,,em_010,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/399e991009fb5e26cedc4663188d9f492ed0d130.jpg,,,,,
em_015,Reflection Galvanometer,Leeds and Northrup Co.,,,Electricity_and_Magnetism,Galvanometers,Display Case G1a,,,,em_015,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/7d3d7aff419daade421ca0b4dbabc62a9b76ebc7.jpg,,,,,
em_016,Reflection Galvanometer,Leeds and Northrup Co.,,,Electricity_and_Magnetism,Galvanometers,Display Case G1a,,,,em_016,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/b5979f46ca7d919d5414bf8ddfe62a20f1e6fd84.jpg,,,,,
em_018,Galvanometer Telescope Scale,,,,Electricity_and_Magnetism,Galvanometers,Display Case G1a,,,,em_018,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/fdc3d7f162e9d30d501ce87f0a2e485acf1b7afa.jpg,,,,,
em_019,Wall Mounted Galvanometer,Leeds and Northrup Co.,,,Electricity_and_Magnetism,Galvanometers,Display Case G1a,,,,em_019,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/1088d4451eeda068508f09b6051e69e5bca2173c.jpg,,,,,
em_022,Differential Thermopile,,,,Electricity_and_Magnetism,,Display Case G1a,,,,em_022,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/cc008cd04a7e9c027cfa7d67b5df6f7a2b6e6d4e.jpg,,,,,
em_023,Galvanometer with Wooden Case,Weston Electric Instrument Co.,,,Electricity_and_Magnetism,Galvanometers,Display Case G1a,,,,em_023,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/aa708976c243d8a46a326feb5a6b040dd2c98f69.jpg,,,,,
em_024,Galvanometer with Wooden Case,Leeds and Northrup Co.,,,Electricity_and_Magnetism,Galvanometers,Display Case G1a,,,,em_024,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/71a63bd675240545bc367dc15ec8217c9bc7ba3d.jpg,,,,,
em_030,Type S Test Set,Leeds and Northrup Co.,,,Electricity_and_Magnetism,,Display Case G1a,,,,em_030,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/36c9ac1c1a919c21cff525213315521635fc4e40.jpg,,,,,
em_031,Galvanometer,GM Laboratories Inc.,,,Electricity_and_Magnetism,Galvanometers,Display Case G1a,,,,em_031,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/d2a2c512dd8690f4736a1c54b4cfb2cc57a887c8.jpg,,,,,
em_032,Telescope with Scale,The Willyoung and Gibson Co.,,,Electricity_and_Magnetism,,Display Case G1a,,,,em_032,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/6a65d950d6687c2f1139c762b1e1af2d363af6c0.jpg,,,,,
em_040,Astatic Galvanometer,,,,Electricity_and_Magnetism,Galvanometers,Display Case G1b,,,,em_040,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/178696ef57da82e0c4ca68c836a0407f056889e3.jpg,,,,,
em_044,Galvanometer,Leeds and Northrup Co.,,,Electricity_and_Magnetism,Galvanometers,Display Case G1b,,,,em_044,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/4aef18b08946f6c90cfdd09bde19247bf0204b6b.jpg,,,,,
em_046,Galvanometer,Leeds and Northrup Co.,,,Electricity_and_Magnetism,Galvanometers,,,,,em_046,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/da4cddb76fa71108d01cb4d24b49b270a0aff059.jpg,,,,,
em_047,Galvanometer,Leeds and Northrup Co.,,,Electricity_and_Magnetism,Galvanometers,Display Case G1b,,,,em_047,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/7d6bbd80a91d4a5e4f4ee111d7e21f5ad839a855.jpg,,,,,
em_050,Small Galvanometer,Leeds and Northrup Co.,,,Electricity_and_Magnetism,Galvanometers,Display Case G1a,,,,em_050,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/9f18573e88bc400e44b383c97b83fea2e1184480.jpg,,,,,
em_053,Hollow Cylinder,,,,Electricity_and_Magnetism,,Display Case G1b,,,,em_053,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/d0191f7d174056eb4a4e2c0e8c075e96c3d809f2.jpg,,,,,
em_055,Insulator Table,,,,Electricity_and_Magnetism,,Display Case G1b,,,,em_055,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/f0c6e815e8aa7b245421cd3a78d3a9401d27a765.jpg,,,,,
em_056,Discharger,,,,Electricity_and_Magnetism,,Display Case G1b,,,,em_056,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/7635c9bc90eb86169fb61cf70aa7fbd0fd2719ef.jpg,,,,,
em_057,Electrostatic Machine,,,,Electricity_and_Magnetism,,Display Case G1b,,,,em_057,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/a2e2bcfa0e89f676d613cb958a8aeb56c8ccf620.jpg,,,,,
em_059,Electrophorius Plate,,,,Electricity_and_Magnetism,,Display Case G1b,,,,em_059,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/482623631038ec1099946b42a324982456ba3361.jpg,,,,,
em_060,Three Electrostatic Discs,,,,Electricity_and_Magnetism,,,,,,em_060,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/7a3dc4961c2a227ff7a4c86067ca031375a1f85d.jpg,,,,,
em_065,Standard Cell,Weston Electric Instrument Co.,,,Electricity_and_Magnetism,,Display Case B5,,,,em_065,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/c09efd1e3fb62ca44556eab5cac6fec960541fcb.jpg,,,,,
em_068,Inductor,Hartman & Braun A.G.,,,Electricity_and_Magnetism,,Display Case B5,,,,em_068,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/e1ee302b2c0a83b923c98aef1da30e41907c6458.jpg,,,,,
em_070,Wattmeter Weston 310,Weston Electric Instrument Co.,,,Electricity_and_Magnetism,,Display Case B5,,,,em_070,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/04fde9831486550353ee4a7ac60d7b46ab626725.jpg,,,,,
em_073,Watt Hour Meter,Westinghouse Electric Corp.,,,Electricity_and_Magnetism,,Display Case B5,,,,em_073,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/89e18331d46bc13152d9ad252248c3b503c7fce5.jpg,,,,,
em_074,Voltmeter 420,Triplett Electrical Instrument Co.,,,Electricity_and_Magnetism,Analog_Meters,Display Case B5,,,,em_074,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/413599bbdc56ef365e38b7e0c5536cab01cb51ed.jpg,,,,,
em_076,DC Ammeter,Whitney Electrical Instrument Co.,,,Electricity_and_Magnetism,Analog_Meters,Display Case B5,,,,em_076,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/14a5f8fd092ce516a8964b336300c408f34c1781.jpg,,,,,
em_077,Standard Cell,Epply Laboratory,,,Electricity_and_Magnetism,,Display Case B5,,,,em_077,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/5a81dbb55e674f01ac039b77f151fa13e1caabff.jpg,,,,,
em_082,Oelke Grinnell Potentiometer,Wilkens-Anderson Co.,,,Electricity_and_Magnetism,Potentiometers,Display Case H1,,,,em_082,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/eafb6cd3714224c1a193f7b02541765f5304220f.jpg,,,,,
em_088,Decade Condenser,General Radio Co.,,,Electricity_and_Magnetism,,Storage Location H1b,,,,em_088,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/43824fa19447ff8c81f3bd46f15abf8f079f4d8a.jpg,,,,,
em_089,Radio Condenser,,,,Electricity_and_Magnetism,,Storage Location H1b,,,,em_089,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/e6ed26425d4125381108005e7fed85fc41ae825e.jpg,,,,,
em_090,Discharge Key,,,,Electricity_and_Magnetism,,Storage Location H2a,,,,em_090,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/63b96426fd8f89e0718f8f92dd4ff617f2672e74.jpg,,,,,
em_091,Contact Key,,,,Electricity_and_Magnetism,,Storage Location H2a,,,,em_091,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/e4885d51c29228a0171a6be2832ac180d966e584.jpg,,,,,
em_092,Contact Key,,,,Electricity_and_Magnetism,,Storage Location H2a,,,,em_092,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/db1d19dbc1331b9ab056c1775b395df10570ab6f.jpg,,,,,
em_093,Discharge Key,,,,Electricity_and_Magnetism,,Storage Location H2a,,,,em_093,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/5a3e6095a843da9824c3600ee96971fb7e4e2bf6.jpg,,,,,
em_095,Strobe Light,,,,Electricity_and_Magnetism,,Storage Location H2a,,,,em_095,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/29d98cfe100f6092720040929adb947e81247d69.jpg,,,,,
em_096,Inductor,,,,Electricity_and_Magnetism,,Storage Location H2a,,,,em_096,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/14c3095d01ae4721fc9ea81af6ca01730879023e.jpg,,,,,
em_098,Electrostatic Electric Wheel,,,,Electricity_and_Magnetism,,,,,,em_098,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/6c2757fc3af468685c5dd058f50757044cac3960.jpg,,,,,
em_101,Electric Mortar,,,,Electricity_and_Magnetism,,,,,,em_101,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/d2d89ae4ce345093b84f00bde555c7447445e992.jpg,,,,,
em_102,Electric Torch,,,,Electricity_and_Magnetism,,,,,,em_102,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/2c2f389dd810ddac30221b5c3ac2fec2c9983057.jpg,,,,,
em_103,Galvanometer,"C.P. Goerz, Wien
 
 Model Multi-Goerz R",,,Electricity_and_Magnetism,Galvanometers,Storage Location H2b,,,,em_103,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/f9e7dede3e391d657c2934b828eba10593da857a.jpg,,,,,
em_105,Capacitor,Sprague Electric Co.,,,Electricity_and_Magnetism,,,,,,em_105,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/41fa9b1a19c480371169a6250ec44bc7deea2d01.jpg,,,,,
em_124,DC Voltmeter,Whitney Electrical Instrument Co.,,,Electricity_and_Magnetism,Analog_Meters,Storage Location H6a,,,,em_124,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/7b1c407ed94b3800dba96b703e842150eb43a4c1.jpg,,,,,
em_125,AC Vacuum Tube Voltmeter,The Heath Co.,,,Electricity_and_Magnetism,Analog_Meters,Storage Location H6a,,,,em_125,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/ab4be9ebdc75246a234f8788c23098cca5bb167f.jpg,,,,,
